,tagId,Total Uses,Tag Name,Tag Type
689,23218,12136,Scott McCall (Teen Wolf),character
690,48865,12108,Oh Sehun,character
691,61611,12091,Sawamura Daichi,character
692,2367,12058,Secrets,generic
693,10044,12032,Mass Effect,fandom
694,133114,12030,Jung Hoseok | J-Hope/Min Yoongi | Suga,relationship
695,938,12028,The Lord of the Rings - J. R. R. Tolkien,fandom
696,305,12006,Action,generic
697,1066,11978,Backstory,generic
698,27199,11973,Eventual Happy Ending,generic
699,2103,11972,Leonard McCoy,character
700,152134,11965,DC's Legends of Tomorrow (TV),fandom
701,125166,11940,Lexa (The 100),character
702,19158,11883,Shameless (US),fandom
703,356497,11844,Logic | Logan Sanders,character
704,16321,11839,Memory Loss,generic
705,7730,11835,Gabriel/Sam Winchester,relationship
706,133038,11831,Fantastic Beasts and Where to Find Them (Movies),fandom
707,23817,11820,Isabelle Lightwood,character
708,27437,11810,Crack Treated Seriously,generic
709,34237,11803,Evil Queen | Regina Mills/Emma Swan,relationship
710,168,11795,due South,fandom
711,283,11793,Star Wars Prequel Trilogy,fandom
712,18952,11784,Stephen Strange,character
713,29122,11777,Maria Hill,character
714,7493,11773,Weddings,generic
715,7488,11739,Angst and Humor,generic
716,1177,11722,Han Solo,character
717,17633,11717,Nico di Angelo,character
718,382453,11705,Stray Kids (Band),fandom
719,51503,11688,Star Wars: The Clone Wars (2008) - All Media Types,fandom
720,3417,11684,Don’t copy to another site,generic
721,1720,11669,Criminal Minds,fandom
722,179265,11628,Eddie Kaspbrak/Richie Tozier,relationship
723,202847,11626,no beta we die like men,generic
724,7452,11619,Lucifer (Supernatural),character
725,51794,11592,No Smut,generic
726,3217,11585,George Weasley,character
727,29946,11558,Charlie Bradbury,character
728,135032,11554,Daredevil (TV),fandom
729,874,11524,Smoking,generic
730,19088,11520,Healing,generic
731,8924,11510,Art,generic
732,9044,11507,Rose Lalonde,character
733,13418,11506,Pain,generic
734,4900,11506,Jaime Lannister,character
735,10965,11488,Male Slash,generic
736,12214,11474,Jim Moriarty,character
737,18724,11454,Overstimulation,generic
738,2321,11427,Frank Iero,character
739,181976,11415,Marinette Dupain-Cheng,character
740,40877,11401,Implied/Referenced Torture,generic
741,84596,11390,Skye | Daisy Johnson,character
742,20422,11381,Body Horror,generic
743,66730,11379,Leo Fitz,character
744,15849,11378,One-Sided Attraction,generic
745,2891,11370,Pansy Parkinson,character
746,7361,11366,Alternate Universe - Vampire,generic
747,459962,11360,Lán Zhàn | Lán Wàngjī,character
748,11503,11359,"Steve McGarrett/Danny ""Danno"" Williams",relationship
749,191483,11358,Adrien Agreste | Chat Noir,character
750,1539,11350,Daniel Jackson,character
751,5573,11330,Arranged Marriage,generic
752,1827,11330,Star Trek: The Original Series,fandom
753,238693,11319,Lee Donghyuck | Haechan,character
754,27127,11305,5+1 Things,generic
755,356496,11304,Morality | Patton Sanders,character
756,8180,11283,Anakin Skywalker,character
757,42748,11276,Enjolras (Les Misérables),character
758,443082,11251,Hank Anderson,character
759,23869,11243,Mild Sexual Content,generic
760,98484,11226,Akaashi Keiji,character
761,1826,11209,James T. Kirk/Spock,relationship
762,10028,11193,Matt Murdock,character
763,9029,11190,Hugs,generic
764,44823,11190,Emotional Hurt,generic
765,782,11165,Marvel (Comics),fandom
766,26775,11163,Sleepy Cuddles,generic
767,19156,11163,Ian Gallagher/Mickey Milkovich,relationship
768,32298,11151,Creampie,generic
769,7495,11125,World Wrestling Entertainment,fandom
770,130407,11114,Clarke Griffin/Lexa,relationship
771,51351,11106,Rooster Teeth/Achievement Hunter RPF,fandom
772,181052,11102,Alya Césaire,character
773,7818,10980,Percy Jackson and the Olympians & Related Fandoms - All Media Types,fandom
774,236281,10973,Bakugou Katsuki Swears A Lot,generic
775,43468,10972,Platonic Relationships,generic
776,2581,10953,Betrayal,generic
777,903,10930,Amnesia,generic
778,2188,10927,Werewolves,generic
779,112034,10920,Video Blogging RPF,fandom
780,181975,10917,Adrien Agreste,character
781,1723,10912,Spencer Reid,character
782,2144,10890,Double Penetration,generic
783,643,10881,Male-Female Friendship,generic
784,47046,10828,Oliver Queen/Felicity Smoak,relationship
785,1014,10824,Humour,generic
786,214842,10757,Sero Hanta,character
787,19160,10755,Mickey Milkovich,character
788,59,10751,The Sentinel,fandom
789,15963,10749,Nipple Play,generic
790,492,10745,Ianto Jones,character
791,6553,10740,Doctor Who & Related Fandoms,fandom
792,5457,10725,Wade Wilson,character
793,13005,10711,Married Couple,generic
794,225671,10709,Reaper | Gabriel Reyes,character
795,6830,10681,Begging,generic
796,95794,10674,Strangers to Lovers,generic
797,19159,10670,Ian Gallagher,character
798,1233,10660,POV Alternating,generic
799,1805,10653,Alternate Universe - Canon,generic
800,459960,10639,Lán Zhàn | Lán Wàngjī/Wèi Yīng | Wèi Wúxiàn,relationship
801,279,10613,Smallville,fandom
802,3182,10608,Riding,generic
803,17575,10594,X-Men: First Class (2011) - Fandom,fandom
804,42749,10582,Grantaire (Les Misérables),character
805,2164,10557,Drugs,generic
806,10719,10547,Blood Drinking,generic
807,5331,10529,Manipulation,generic
808,754,10525,Rodney McKay/John Sheppard,relationship
809,6375,10514,Dragon Age: Origins,fandom
810,155378,10502,References to Depression,generic
811,97741,10490,Kozume Kenma,character
812,48221,10488,Meet-Cute,generic
813,2883,10476,Awkwardness,generic
814,34458,10466,Face-Fucking,generic
815,493426,10464,陈情令 | The Untamed (TV),fandom
816,10657,10464,Underage Sex,generic
817,1275,10438,Infidelity,generic
818,16613,10435,Fluff and Hurt/Comfort,generic
819,5862,10434,Insecurity,generic
820,1621,10420,Katekyou Hitman Reborn!,fandom
821,45803,10412,Gavin Free,character
822,3216,10403,Hermione Granger/Ron Weasley,relationship
823,9536,10394,Implied/Referenced Drug Use,generic
824,23818,10391,Jace Wayland,character
825,16279,10375,Physical Abuse,generic
826,104758,10372,Iwaizumi Hajime/Oikawa Tooru,relationship
827,15968,10369,Fingering,generic
828,10674,10343,Heartbreak,generic
829,19361,10331,Loki,character
830,1205,10330,Fall Out Boy,fandom
831,271165,10305,Kim Namjoon | RM/Kim Seokjin | Jin,relationship
832,741,10299,Fox Mulder,character
833,2893,10288,Alternate Universe - Historical,generic
834,1687,10249,Harry Potter/Severus Snape,relationship
835,7691,10212,Blaise Zabini,character
836,393,10207,Bonding,generic
837,25409,10182,Clint Barton/Natasha Romanov,relationship
838,7049,10169,Dorks in Love,generic
839,8078,10150,Revenge,generic
840,44899,10146,Captain Hook | Killian Jones/Emma Swan,relationship
841,529223,10135,声入人心 | Super-Vocal (TV),fandom
842,1528,10128,Peter Pettigrew,character
843,192,10123,PTSD,generic
844,7050,10094,Sweet,generic
845,1587,10084,The Lord of the Rings - All Media Types,fandom
846,232085,10081,Midoriya Inko,character
847,42841,10068,Dipper Pines,character
848,49,10056,Dana Scully,character
849,45038,10033,Narcissa Black Malfoy,character
850,1933,10033,Pete Wentz,character
851,63436,10032,Hange Zoë,character
852,116194,10028,Geralt z Rivii | Geralt of Rivia,character
853,3157,10022,Mutual Masturbation,generic
854,856,10014,Birthday,generic
855,22958,10005,Clint Barton/Phil Coulson,relationship
856,52336,9987,逆転裁判 | Gyakuten Saiban | Ace Attorney,fandom
857,32341,9982,Leonard Snart,character
858,229793,9979,New Dangan Ronpa V3: Everyone's New Semester of Killing,fandom
859,72589,9970,Sara Lance,character
860,4612,9930,Psychological Trauma,generic
861,20369,9918,Hospitals,generic
862,105410,9897,Check Please! (Webcomic),fandom
863,3887,9891,Unplanned Pregnancy,generic
864,20623,9877,Audio Format: Streaming,generic
865,8287,9869,Real Person Fiction,fandom
866,9966,9842,Thor,character
867,236015,9834,Nakahara Chuuya (Bungou Stray Dogs),character
868,233285,9814,Dabi (My Hero Academia),character
869,226094,9801,Jirou Kyouka,character
870,45802,9778,Michael Jones,character
871,5404,9732,Temporary Character Death,generic
872,57456,9723,Nanase Haruka,character
873,26842,9720,Body Worship,generic
874,45744,9707,Sad Ending,generic
875,26354,9706,Snow White | Mary Margaret Blanchard,character
876,89164,9704,Hinata Shouyou/Kageyama Tobio,relationship
877,8400,9703,Crowley (Supernatural),character
878,3073,9703,Arguing,generic
879,391462,9699,Mark Lee (NCT),character
880,66417,9698,Yang Xiao Long,character
881,70875,9633,The Heroes of Olympus - Rick Riordan,fandom
882,64130,9613,Canon Universe,generic
883,5948,9612,Size Kink,generic
884,43288,9592,Henry Mills (Once Upon a Time),character
885,40838,9592,Kim Jongdae | Chen,character
886,4204,9589,Drunk Sex,generic
887,206,9589,Angel: the Series,fandom
888,9973,9586,The Hobbit - J. R. R. Tolkien,fandom
889,5276,9584,Eleventh Doctor,character
890,170639,9582,Monsta X (Band),fandom
891,4084,9562,Fred Weasley,character
892,56818,9526,Melinda May,character
893,10222,9501,Inception (2010),fandom
894,27950,9492,Belle (Once Upon a Time),character
895,2139,9458,X-Men - All Media Types,fandom
896,11548,9452,Homophobic Language,generic
897,9488,9446,Перевод на русский | Translation in Russian,generic
898,7456,9421,Daenerys Targaryen,character
899,7952,9415,Hermione Granger/Draco Malfoy,relationship
900,226607,9412,Hanzo Shimada,character
901,36683,9403,Size Difference,generic
902,58788,9403,Ryan Haywood,character
903,1056,9397,Anthony DiNozzo,character
904,135050,9397,Kim Taehyung | V/Park Jimin,relationship
905,11598,9368,Destiel - Freeform,generic
906,16020,9365,South Park,fandom
907,3787,9365,Holidays,generic
908,42368,9360,Kíli,character
909,98967,9346,Yamaguchi Tadashi,character
910,14553,9343,Rick Grimes,character
911,317,9339,Dreams,generic
912,5548,9327,Music,generic
913,17175,9318,Asexual Character,generic
914,228240,9295,Lee Taeyong,character
915,29934,9288,Tom Riddle | Voldemort,character
916,19692,9284,Pidge (Voltron),character
917,1148,9282,POV Third Person,generic
918,65441,9281,Implied/Referenced Alcohol Abuse/Alcoholism,generic
919,43115,9273,Sorry Not Sorry,generic
920,57458,9263,Matsuoka Rin,character
921,42473,9256,Bilbo Baggins/Thorin Oakenshield,relationship
922,222552,9251,Genji Shimada,character
923,4464,9245,Non-Graphic Violence,generic
924,118739,9240,Cisco Ramon,character
925,27431,9239,Avatar: Legend of Korra,fandom
926,239687,9219,The Adventure Zone (Podcast),fandom
927,25380,9208,Loki/Tony Stark,relationship
928,20193,9202,Jarvis (Iron Man movies),character
929,221583,9199,"Angela ""Mercy"" Ziegler",character
930,53072,9199,Clary Fray,character
931,22020,9177,Mycroft Holmes/Greg Lestrade,relationship
932,18608,9176,K-pop,fandom
933,46183,9157,Tony Stark Needs a Hug,generic
934,111576,9156,Gotham (TV),fandom
935,19336,9131,Blowjobs,generic
936,24539,9121,Miscommunication,generic
937,952,9112,Jack Harkness/Ianto Jones,relationship
938,27576,9106,Red vs. Blue,fandom
939,591,9102,Edward Elric,character
940,22942,9098,Past Rape/Non-con,generic
941,315,9089,Drunkenness,generic
942,33255,9085,Past Character Death,generic
943,27696,9085,Fluffy,generic
944,16185,9074,Hockey RPF,fandom
945,3762,9049,College,generic
946,173632,9046,Jeon Jungkook/Min Yoongi | Suga,relationship
947,238691,9045,Na Jaemin,character
948,6119,9040,Football RPF,fandom
949,23589,9034,Rumplestiltskin | Mr. Gold,character
950,39130,9030,Anxiety Attacks,generic
951,417,9011,James Bond,character
952,169984,8993,Frisk (Undertale),character
953,2586,8991,Dysfunctional Family,generic
954,16676,8991,Brienne of Tarth,character
955,1060,8990,Jethro Gibbs,character
956,162668,8990,John Laurens,character
957,4274,8981,Mind Control,generic
958,2145,8963,Prostitution,generic
959,45832,8958,Denial of Feelings,generic
960,712,8957,Case Fic,generic
961,82232,8952,Twenty One Pilots,fandom
962,16456,8941,alternative universe,generic
963,42367,8920,Fíli,character
964,26801,8906,Rough Oral Sex,generic
965,61385,8903,"Leonard ""Bones"" McCoy",character
966,30858,8900,One Shot Collection,generic
967,1714,8897,First Love,generic
968,11020,8892,Hopeful Ending,generic
969,181024,8876,Fallout 4,fandom
970,27401,8875,Omega Verse,generic
971,57457,8871,Tachibana Makoto,character
972,323788,8858,Ned Leeds,character
973,3114,8852,Final Fantasy VII,fandom
974,173125,8846,Wiedźmin | The Witcher - All Media Types,fandom
975,17953,8826,Pietro Maximoff,character
976,51557,8824,May Parker (Spider-Man),character
977,5929,8818,Frank Iero/Gerard Way,relationship
978,37018,8815,Awkward Flirting,generic
979,19376,8804,"James ""Bucky"" Barnes & Steve Rogers",relationship
980,2576,8799,Adoption,generic
981,262390,8797,Otabek Altin,character
982,254612,8789,Steve Harrington,character
983,20653,8782,Vomiting,generic
984,15765,8779,Castiel & Dean Winchester,relationship
985,10139,8774,Fights,generic
986,239165,8772,Matt Holt,character
987,4623,8759,Romantic Comedy,generic
988,74025,8731,Unhealthy Coping Mechanisms,generic
989,66414,8730,Blake Belladonna,character
990,238692,8713,Lee Jeno,character
991,1599,8709,Fingerfucking,generic
992,590,8704,Roy Mustang,character
993,15981,8701,Love/Hate,generic
994,5100,8679,Zuko (Avatar),character
995,66405,8676,Weiss Schnee,character
996,74653,8665,Spock (Star Trek),character
997,3746,8632,Mild Gore,generic
998,14750,8623,Hair-pulling,generic
999,31628,8614,Mental Instability,generic
1000,45779,8610,Enjolras/Grantaire,relationship
1001,4914,8607,Teacher-Student Relationship,generic
1002,26508,8595,Person of Interest (TV),fandom
1003,226096,8576,Asui Tsuyu,character
1004,106,8571,Jo Harvelle,character
1005,242577,8564,soft,generic
1006,20846,8563,Melissa McCall,character
1007,3531,8563,Patrick Stump,character
1008,181048,8546,Adrien Agreste/Marinette Dupain-Cheng,relationship
1009,40753,8533,Rise of the Guardians (2012),fandom
1010,773,8520,Fox Mulder/Dana Scully,relationship
1011,16653,8519,Robb Stark,character
1012,57737,8519,5 Seconds of Summer (Band),fandom
1013,50092,8508,The Transformers (IDW Generation One),fandom
1014,26088,8502,Simon Lewis,character
1015,50679,8500,Cassandra Pentaghast,character
1016,51551,8474,I Will Go Down With This Ship,generic
1017,33728,8471,Zayn Malik/Liam Payne,relationship
1018,15725,8470,Kuroshitsuji | Black Butler,fandom
1019,2258,8460,Alternate Universe - Gender Changes,generic
1020,39554,8450,James Bond (Craig movies),fandom
1021,24779,8447,Dirk Strider,character
1022,121545,8411,Jughead Jones,character
1023,24308,8399,Alternate Universe - Royalty,generic
1024,184772,8396,Kurusu Akira,character
1025,151926,8395,Jaskier | Dandelion,character
1026,19074,8379,Declarations Of Love,generic
1027,4027,8377,Scars,generic
1028,47232,8371,Other Relationship Tags to Be Added,relationship
1029,8011,8363,Other(s),character
1030,719,8363,Tattoos,generic
1031,19115,8351,Canon Era,generic
1032,189060,8317,Ben Solo,character
1033,288185,8307,Bill Denbrough,character
1034,42345,8305,Female Shepard (Mass Effect),character
1035,1903,8301,Post-War,generic
1036,26420,8282,Originally Posted on Tumblr,generic
1037,2115,8282,Star Trek: Voyager,fandom
1038,17233,8278,Funny,generic
1039,33343,8278,Jane Foster (Marvel),character
1040,82233,8277,Tyler Joseph,character
1041,981,8276,Nyota Uhura,character
1042,264868,8267,Phichit Chulanont,character
1043,14764,8262,Cross-Posted on FanFiction.Net,generic
1044,13808,8261,Young Justice (Cartoon),fandom
1045,7809,8261,Protectiveness,generic
1046,69561,8257,Implied/Referenced Homophobia,generic
1047,14435,8253,Lemon,generic
1048,191484,8248,Nino Lahiffe,character
1049,36156,8244,Lesbian Sex,generic
1050,28406,8242,Sherlock Holmes/Molly Hooper,relationship
1051,64340,8240,Iris West,character
1052,6601,8238,Mary Morstan,character
1053,18641,8234,Fullmetal Alchemist: Brotherhood & Manga,fandom
1054,2106,8226,Alternate Universe - Fusion,generic
1055,8051,8219,Star Wars Original Trilogy,fandom
1056,222488,8204,Jung Yoonoh | Jaehyun,character
1057,1721,8202,Aaron Hotchner,character
1058,97,8199,Mary Winchester,character
1059,11035,8195,Anal,generic
1060,20524,8195,Loneliness,generic
1061,5461,8187,Wally West,character
1062,767,8178,Dean Winchester & Sam Winchester,relationship
1063,1616,8178,Science Fiction,generic
1064,29541,8176,Chris Argent,character
1065,33654,8175,Kuroko Tetsuya,character
1066,40834,8166,Kim Minseok | Xiumin,character
1067,8417,8166,Harry Potter/Ginny Weasley,relationship
1068,511,8145,Post-Series,generic
1069,6188,8143,Canon Divergence,generic
1070,9046,8129,Jade Harley,character
1071,364148,8125,IT (Movies - Muschietti),fandom
1072,42842,8091,Mabel Pines,character
1073,82234,8091,Josh Dun,character
1074,8884,8085,Teenagers,generic
1075,36795,8081,Lingerie,generic
1076,57098,8076,Marco Bott,character
1077,46597,8066,Fix-It of Sorts,generic
1078,3442,8059,Logan (X-Men),character
1079,46289,8051,Rating May Change,generic
1080,26231,8049,Mild Smut,generic
1081,23843,8049,Minor Injuries,generic
1082,444609,8044,Gavin Reed,character
1083,121539,8042,Betty Cooper,character
1084,6143,8030,Genderbending,generic
1085,2894,8030,Slavery,generic
1086,228362,8028,Rogue One: A Star Wars Story (2016),fandom
1087,41277,8022,James Potter/Lily Evans Potter,relationship
1088,12365,8016,Hunger Games Trilogy - Suzanne Collins,fandom
1089,280096,7999,The Magnus Archives (Podcast),fandom
1090,15559,7979,Podfic & Podficced Works,generic
1091,3022,7978,White Collar,fandom
1092,339231,7973,Shigaraki Tomura | Shimura Tenko,character
1093,2256,7959,Mikey Way,character
1094,542,7958,Actor RPF,fandom
1095,9340,7956,Monkey D. Luffy,character
1096,18932,7951,Roommates,generic
1097,17986,7950,Marvel (Movies),fandom
1098,117257,7944,Caitlin Snow,character
1099,340276,7941,Todoroki Enji | Endeavor,character
1100,8958,7941,Transformers Generation One,fandom
1101,80011,7940,Kira Yukimura,character
1102,94,7939,Pre-Series,generic
1103,3516,7926,Language,generic
1104,14398,7905,Teen Romance,generic
1105,20384,7902,Headcanon,generic
1106,246809,7902,Dazai Osamu/Nakahara Chuuya (Bungou Stray Dogs),relationship
1107,1266,7897,X-Men (Movieverse),fandom
1108,228681,7896,Soldier: 76 | Jack Morrison,character
1109,1891,7879,Brendon Urie,character
1110,341875,7873,Michelle Jones,character
1111,109,7872,POV Female Character,generic
1112,20751,7864,Link (Legend of Zelda),character
1113,37352,7857,Implied/Referenced Abuse,generic
1114,37857,7854,Cora Hale,character
1115,14645,7849,Kanaya Maryam,character
1116,10941,7836,Psychological Torture,generic
1117,300,7835,OFC,character
1118,270090,7831,Adrien Agreste | Chat Noir/Marinette Dupain-Cheng | Ladybug,relationship
1119,93911,7831,Beverly Marsh,character
1120,114319,7830,Final Fantasy XIV,fandom
1121,3990,7827,Rachel Berry,character
1122,5774,7825,Morgana (Merlin),character
1123,154820,7823,Fire Emblem: If | Fire Emblem: Fates,fandom
1124,275185,7821,Huang Ren Jun,character
1125,40304,7808,Brotherly Love,generic
1126,770,7799,Brothers,generic
1127,15422,7782,College AU,generic
1128,16220,7778,Grinding,generic
1129,9666,7773,Alternate Universe - Magic,generic
1130,33653,7773,Aomine Daiki,character
1131,45804,7769,Geoff Ramsey,character
1132,3237,7766,Molly Weasley,character
1133,356122,7758,Stanley Uris,character
1134,7453,7742,Michael (Supernatural),character
1135,9003,7742,Anders (Dragon Age),character
1136,6333,7719,Self-Indulgent,generic
1137,114222,7718,Jackson Wang,character
1138,10307,7668,Gwen (Merlin),character
1139,476513,7664,Jiāng Chéng | Jiāng Wǎnyín,character
1140,10577,7659,Anger,generic
1141,127490,7652,Im Jaebum | JB,character
1142,102220,7645,Iron Bull,character
1143,11055,7623,Leliana (Dragon Age),character
1144,2371,7622,Politics,generic
1145,7769,7622,Witches,generic
1146,2212,7622,Genderswap,generic
1147,37438,7619,Love Triangles,generic
1148,593149,7619,My Unit | Byleth,character
1149,1008,7590,Phone Sex,generic
1150,1632,7588,Vignette,generic
1151,3012,7581,Roy Harper,character
1152,4640,7557,Identity Reveal,generic
1153,16330,7557,Fenris (Dragon Age),character
1154,18816,7550,Pocket Monsters | Pokemon (Main Video Game Series),fandom
1155,727,7547,One-Shot,generic
1156,7819,7535,Annabeth Chase,character
1157,2008,7519,Fanfiction,generic
1158,3619,7491,Dragons,generic
1159,15236,7479,Dragon Ball,fandom
1160,12164,7477,Minor Characters,character
1161,177024,7476,Kim Mingyu,character
1162,15621,7476,Fanvids,generic
1163,380,7468,Food,generic
1164,1640,7467,Sexual Fantasy,generic
1165,31422,7452,Danny Mahealani,character
1166,176633,7449,Aziraphale & Crowley (Good Omens),relationship
1167,636,7448,Parenthood,generic
1168,1584,7444,Spike (BtVS),character
1169,91946,7443,Vision (Marvel),character
1170,7328,7443,Children,generic
1171,26310,7437,Tags May Change,generic
1172,11899,7421,Families of Choice,generic
1173,175324,7416,Lee Jihoon | Woozi,character
1174,8905,7409,Blindfolds,generic
1175,583,7408,Road Trips,generic
1176,11181,7408,Digital Art,generic
1177,54924,7405,No Plot/Plotless,generic
1178,10191,7399,The Doctor (Doctor Who),character
1179,62878,7398,Slow Romance,generic
1180,129579,7395,Pearl (Steven Universe),character
1181,16779,7393,Developing Friendships,generic
1182,14360,7380,Uchiha Itachi,character
1183,177022,7365,Jeon Wonwoo,character
1184,5472,7361,Forbidden Love,generic
1185,12120,7360,Mrs. Hudson,character
1186,15008,7359,Punishment,generic
1187,1510,7354,Hallucinations,generic
1188,17262,7347,Eating Disorders,generic
1189,129578,7344,Steven Universe,character
1190,548,7344,Law & Order: SVU,fandom
1191,1883,7343,Parody,generic
1192,6713,7340,Suspense,generic
1193,544760,7337,The Umbrella Academy (TV),fandom
1194,4182,7336,Tentacles,generic
1195,241690,7332,Mystic Messenger (Video Game),fandom
1196,22255,7325,Happy Hogan,character
1197,304371,7321,The Witcher (TV),fandom
1198,40835,7318,Zhang Yi Xing | Lay,character
1199,4946,7318,Marvel 616,fandom
1200,10336,7316,Loss,generic
1201,169980,7304,Toriel (Undertale),character
1202,1797,7302,Drabbles,generic
1203,54334,7301,Pet Names,generic
1204,24212,7298,Original Female Character/Original Male Character,relationship
1205,177023,7289,Kwon Soonyoung | Hoshi,character
1206,136439,7288,T'Challa (Marvel),character
1207,14036,7283,Lotor (Voltron),character
1208,31072,7274,Jason Grace,character
1209,25075,7271,The Vampire Diaries (TV),fandom
1210,42237,7268,Benny Lafitte,character
1211,25641,7267,Deepthroating,generic
1212,43450,7264,Period-Typical Homophobia,generic
1213,32779,7264,Maggie Sawyer,character
1214,57144,7260,Super Dangan Ronpa 2,fandom
1215,25027,7256,The Author Regrets Nothing,generic
1216,91521,7255,"Gary ""Eggsy"" Unwin",character
1217,58,7253,Jim Ellison/Blair Sandburg,relationship
1218,25001,7251,Some Humor,generic
1219,176,7245,Schmoop,generic
1220,6620,7243,Fighting,generic
1221,8,7238,POV Outsider,generic
1222,7029,7235,Love at First Sight,generic
1223,16181,7234,Fear,generic
1224,21822,7230,Everyone Is Gay,generic
1225,83975,7229,Liam Dunbar,character
1226,5499,7228,Collars,generic
1227,90185,7223,全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán,fandom
1228,58915,7218,I Tried,generic
1229,2756,7215,Scorpius Malfoy,character
1230,10362,7215,Sollux Captor,character
1231,32270,7210,Cuddles,generic
1232,202673,7208,Lucifer (TV),fandom
1233,51383,7206,i guess,generic
1234,6233,7198,My First Fanfic,generic
1235,3349,7187,Bittersweet,generic
1236,11728,7178,Emmerdale,fandom
1237,75697,7178,Nishinoya Yuu,character
1238,56305,7171,Fluffy Ending,generic
1239,356123,7169,Mike Hanlon,character
1240,395583,7165,Bang Chan,character
1241,880,7164,Sam Carter,character
1242,3877,7158,Batman,character
1243,6416,7155,America (Hetalia: Axis Powers),character
1244,16683,7145,Tyrion Lannister,character
1245,12211,7139,Mental Breakdown,generic
1246,10427,7139,Terezi Pyrope,character
1247,27448,7139,Laura Hale,character
1248,108,7135,Gift Fic,generic
1249,13650,7121,Relationship(s),generic
1250,28212,7104,Hunger Games Series - All Media Types,fandom
1251,304370,7098,Geralt z Rivii | Geralt of Rivia/Jaskier | Dandelion,relationship
1252,11086,7094,Inspired by Music,generic
1253,165641,7091,Choi Seungcheol | S.Coups,character
1254,91376,7088,The Legend of Zelda & Related Fandoms,fandom
1255,59840,7076,Welcome to Night Vale,fandom
1256,1107,7073,Breathplay,generic
1257,21243,7072,Podfic Length: 0-10 Minutes,generic
1258,28151,7072,Mick Rory,character
1259,58906,7062,Luke Hemmings,character
1260,4709,7052,Work In Progress,generic
1261,57618,7049,Kujo Jotaro,character
1262,8959,7046,Optimus Prime,character
1263,10231,7043,Arthur (Inception),character
1264,8283,7042,Background & Cameo Characters,character
1265,9537,7040,Non-Consensual Drug Use,generic
1266,47758,7037,"James ""Bucky"" Barnes/Tony Stark",relationship
1267,4587,7033,Derek Morgan,character
1268,336419,7031,Rose Tico,character
1269,59057,7031,Fire Emblem: Kakusei | Fire Emblem: Awakening,fandom
1270,42484,7028,Accidental Voyeurism,generic
1271,13440,7023,My First Work in This Fandom,generic
1272,107768,7019,Tokyo Ghoul,fandom
1273,60901,7017,Childhood Trauma,generic
1274,169977,7007,Undyne (Undertale),character
1275,56804,7002,Why Did I Write This?,generic
1276,9337,6989,Roronoa Zoro,character
1277,10959,6989,Cannibalism,generic
1278,141,6983,Xander Harris,character
1279,298776,6981,She-Ra and the Princesses of Power (2018),fandom
1280,20706,6978,Original Male Character/Original Male Character,relationship
1281,10221,6975,Arthur/Eames (Inception),relationship
1282,846,6972,Leverage,fandom
1283,50036,6961,Fluff without Plot,generic
1284,93910,6953,Ben Hanscom,character
1285,13596,6944,Family Issues,generic
1286,17344,6943,Nonbinary Character,generic
1287,28,6939,Firefly,fandom
1288,2786,6936,Father-Daughter Relationship,generic
1289,3506,6929,Hunter X Hunter,fandom
1290,159952,6920,Yoon Jeonghan,character
1291,39042,6919,Malia Tate,character
1292,1581,6902,Silly,generic
1293,10598,6887,Crossovers & Fandom Fusions,generic
1294,38199,6886,Song Lyrics,generic
1295,57407,6875,Mass Effect Trilogy,fandom
1296,88601,6874,Peter Quill,character
1297,13187,6870,England (Hetalia: Axis Powers),character
1298,11090,6862,Tenth Doctor/Rose Tyler,relationship
1299,20775,6861,Odin (Marvel),character
1300,110920,6859,"James ""Bucky"" Barnes/Reader",relationship
1301,58663,6856,Vibrators,generic
1302,14795,6848,Gwaine (Merlin),character
1303,428454,6843,Han Jisung | Han,character
1304,466098,6837,Lán Huàn | Lán Xīchén,character
1305,243212,6837,Mike Wheeler,character
1306,102218,6834,Female Inquisitor (Dragon Age),character
1307,280696,6832,Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,relationship
1308,103895,6821,Akaashi Keiji/Bokuto Koutarou,relationship
1309,48678,6820,Deadpool - All Media Types,fandom
1310,24499,6817,Elder Scrolls V: Skyrim,fandom
1311,5147,6816,Cloud Strife,character
1312,4602,6814,Domestic Violence,generic
1313,16675,6813,Jaime Lannister/Brienne of Tarth,relationship
1314,118106,6811,Kim Taehyung | V/Min Yoongi | Suga,relationship
1315,187564,6805,Poe Dameron/Finn,relationship
1316,20989,6800,Allison Argent/Scott McCall,relationship
1317,26872,6794,Jon Snow/Sansa Stark,relationship
1318,335039,6792,Peter Parker Needs a Hug,generic
1319,8090,6790,Original Character Death(s),generic
1320,66275,6789,Bill Cipher,character
1321,8750,6787,Coming of Age,generic
1322,6489,6787,Rare Pairings,generic
1323,2014,6786,Original Male Character,character
1324,14358,6782,Uchiha Sasuke/Uzumaki Naruto,relationship
1325,25434,6778,blowjob,generic
1326,61826,6778,Pacific Rim (2013),fandom
1327,10672,6773,Growing Up,generic
1328,140,6769,Willow Rosenberg,character
1329,89886,6767,ダイヤのA | Daiya no A | Ace of Diamond,fandom
1330,14294,6759,Handcuffs,generic
1331,41995,6755,First Time Blow Jobs,generic
1332,2354,6755,Secret Identity,generic
1333,82231,6747,Josh Dun/Tyler Joseph,relationship
